id,agency_user_id,title,description,property_type,status,price,currency,area_m2,bedrooms,bathrooms,parking_spots,floor_number,total_floors,year_built,province,city,district,address,latitude,longitude,has_pool,has_gym,has_garden,is_featured,views_count,published_at,updated_at
7fe28e2b-1091-440c-9dd5-921eb4bdaf10,f45525cf-17b3-4d3c-87a5-d103d781cf92,"Casa de 3 habitaciones en Santo Domingo, Heredia",Políticos tratamiento tenían cuales experiencia nivel. Tema tratamiento encuentro. Cerca iglesia cierto.,house,available,241288000,CRC,103.16,3,3,3,,1,2009,province,city,district,Avenida Sur Villanueva 792 Interior 379,9.8101347,-84.0311362,False,False,True,False,527,2026-07-09 16:44:58.264874-06:00,2026-07-09 16:44:58.264874-06:00
b4d0bd04-1a84-4d86-84b7-c827e93fb3fc,f45525cf-17b3-4d3c-87a5-d103d781cf92,"Residencia de lujo en San José, San José",Eran sabe cuadro. Francia américa opinión llegó fiscal buscar cuyo. Derecho muchas recursos muestra económico.,house,available,459000,USD,206.12,5,4,0,,2,2017,province,city,district,"Ampliación Michoacán de Ocampo 979 Edif. 499 , Depto. 587",9.8706365,-84.0420074,False,False,False,False,339,2026-06-04 16:44:58.264927-06:00,2026-06-04 16:44:58.264927-06:00
145696d2-195b-4fda-bc3e-f1109261bda3,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,"Lote plano en urbanización, Tres Ríos",Crecimiento concepto somos psoe sistemas trabajadores carrera. Director puso nuestra corazón nuevos producción boca. I escuela blanca plaza otra que decisión. Diversas antonio veces b debía.,land,available,112000,USD,1868.04,0,0,0,,0,,province,city,district,Calle Colombia 903 370,10.0791145,-83.9944465,False,False,False,False,299,2025-12-26 16:44:58.264990-06:00,2025-12-26 16:44:58.264990-06:00
0446503d-f891-4ed5-a1ae-e4d01c250f7b,4805f37f-95d5-45fb-b201-99e2a734bd9e,Penthouse en San José con vista panorámica,Meses investigación algún lenguaje pese cuestión aquellas. Cambios supuesto ella local trabajo.,apartment,available,122294000,CRC,91.31,4,1,2,6,12,2016,province,city,district,"Callejón Sur Ríos 121 Edif. 486 , Depto. 821",9.8700697,-83.9073118,False,False,True,False,249,2025-12-25 16:44:58.265035-06:00,2025-12-25 16:44:58.265035-06:00
2be93dab-642f-4bb4-9c9d-bbc5f2ffc146,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Casa de campo con jardín en Santa Cruz,Siempre ciento otra. Democracia sola las interior. Formación niño grande primeras. Demás etapa dicho hechos texto especial. Paso fin años total.,house,available,600000,USD,185.01,3,1,3,,1,2013,province,city,district,Privada Sur de la O 909 181,10.0040323,-84.0850899,True,False,False,False,205,2026-06-11 16:44:58.265108-06:00,2026-06-11 16:44:58.265108-06:00
6ed1d15e-a0e5-4bd6-91f8-0f6a58cffe06,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Condominio Torres del Sol — Unidad C-107,Silencio diario cosas semanas tribunal era. Sabe hasta efecto república es flores mucho.,condominium,paused,179006000,CRC,195.58,2,1,2,,1,2011,province,city,district,Periférico Norte Carrera 301 011,9.8352222,-84.0756446,True,False,False,False,255,2025-12-22 16:44:58.265157-06:00,2025-12-22 16:44:58.265157-06:00
91b2081e-f471-4e4e-844d-b5357bf59ad0,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Lote residencial de 3507.13m² en Flamingo,Mediante ministerio pp días antes llama. Piel tenemos fue mayor organización vuelve cuanto. Calle razón manos autoridades centro dolor. Hicieron poder vamos cambio. Mujeres zona garcía figura particular larga.,land,available,162000,USD,3507.13,0,0,0,,0,,province,city,district,"Diagonal Sonora 734 Edif. 507 , Depto. 090",10.0854423,-84.2086913,False,False,False,False,674,2026-06-10 16:44:58.265225-06:00,2026-06-10 16:44:58.265225-06:00
18d92760-8854-4dec-80c2-0896c785684d,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Apto de 4 habitaciones en Pérez Zeledón,Llevar trabajo junio material éxito artículo demás. Varias salida nuevos parís campaña pesar. Especie nuevo estas favor. Decisión dan compañía práctica siguiente programas no saber. Unas sus explicó conocer sea.,apartment,sold_out,122336000,CRC,187.94,4,1,1,19,20,2011,province,city,district,"Boulevard Cabo Verde 731 Edif. 606 , Depto. 786",9.8694682,-83.8864869,False,False,False,False,696,2025-12-15 16:44:58.265296-06:00,2025-12-15 16:44:58.265296-06:00
38648bb6-36c3-44bf-ac8b-d537d238cfcd,4805f37f-95d5-45fb-b201-99e2a734bd9e,Casa familiar con piscina en Flamingo,Últimos podemos hace última hospital. Apoyo tan sentido madrid programa. Puntos peso camino.,house,available,287190000,CRC,286.28,4,3,3,,1,2003,province,city,district,Diagonal República Federal Democrática de Nepal 965 878,9.8209836,-83.941656,False,False,True,False,476,2026-01-29 16:44:58.265360-06:00,2026-01-29 16:44:58.265360-06:00
e31ef646-71d2-4803-a640-db65935e0cc4,4805f37f-95d5-45fb-b201-99e2a734bd9e,"Residencia de lujo en San Carlos, Alajuela",Aquellas afirmó veces efecto vuelta espera. Cuba superior humanos deja fueron hay comunidad. Hubiera grande donde cosas. Julio segunda creación juego puede. Hay encontrar miembros izquierda ciudad.,house,available,307659000,CRC,258.82,4,3,2,,2,1994,province,city,district,Viaducto Sur Galindo 530 Interior 057,9.7868865,-84.2245976,True,False,True,False,189,2026-06-01 16:44:58.265436-06:00,2026-06-01 16:44:58.265436-06:00
7796e3bc-eed3-4598-be79-38aeabd317c4,c522fc00-ebb4-439d-ab2b-c14b958d145b,"Finca de 322.4m² en San José, San José",Mitad siquiera perdido victoria. Nos había pasó propuesta como finalmente amor. Octubre dice nuevo están posible. Barcelona mayo finalmente deseo sé.,land,sold_out,123488000,CRC,322.4,0,0,0,,0,,province,city,district,"Viaducto Coahuila de Zaragoza 921 Edif. 101 , Depto. 670",10.0735821,-84.2324977,False,False,False,False,135,2025-12-30 16:44:58.265503-06:00,2025-12-30 16:44:58.265503-06:00
e8fd2a5d-f07f-48fd-99d3-501e6d65b04c,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Penthouse en Desamparados con vista panorámica,Encuentro tal agua posibilidad. Uno mirada precisamente lo pasar parís mantener. Tú cuenta que asunto carácter desarrollo expresión.,apartment,available,149000,USD,170.41,2,2,1,8,17,2012,province,city,district,"Viaducto Guerrero 756 Edif. 952 , Depto. 812",10.0033166,-84.1691033,False,False,False,False,70,2025-07-22 16:44:58.265557-06:00,2025-07-22 16:44:58.265557-06:00
509b9567-6f06-48b7-9f6b-344c50342e39,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,"Casa de 5 habitaciones en Limón, Limón",Público a acto organización ayer han. Costa ciencia boca estas que estar pudo. Juicio unidad sería presenta momento nueva personal. Mesa españoles tengo pone. Ayer s universidad servicio edad podrá mí.,house,available,375989000,CRC,233.04,5,3,0,,1,1990,province,city,district,"Retorno Montalvo 181 Edif. 887 , Depto. 653",9.7357692,-84.0591984,False,False,False,False,292,2026-02-28 16:44:58.265633-06:00,2026-02-28 16:44:58.265633-06:00
95d3e3fd-5eab-4b9f-9d46-14761f64e529,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Casa moderna en Paraíso Centro con vista a la montaña,Otra varias particular. Entre argentina viene gobierno. Poner sino padres aunque.,house,available,389758000,CRC,203.23,2,2,0,,1,2024,province,city,district,Cerrada Baja California 827 Interior 872,9.7730964,-84.0899777,False,False,False,False,663,2026-06-09 16:44:58.265689-06:00,2026-06-09 16:44:58.265689-06:00
d5e21237-7154-4b7c-bf34-061f307742bf,6886adbc-deaf-4cdf-8204-6f552c628891,Apto de 4 habitaciones en Santa Cruz,Aquel siquiera fin. Historia persona nos quería grado manera.,apartment,available,57381000,CRC,177.56,4,4,0,21,29,2012,province,city,district,Ampliación Quintana Roo 194 108,9.7581498,-83.8972713,False,False,True,False,37,2025-11-18 16:44:58.265737-06:00,2025-11-18 16:44:58.265737-06:00
4df05ebf-e714-439f-88c3-2182d81d1799,f45525cf-17b3-4d3c-87a5-d103d781cf92,"Apartamento en edificio con amenidades, Escazú",Campo santiago estudio zonas. Señaló país cultural buscar viejo partes una investigación. Cuba valores capital miguel pequeño. Bajo está tipos aquel.,apartment,available,107817000,CRC,174.03,3,1,0,25,35,2011,province,city,district,Periférico Leal 920 902,9.7518599,-84.1555027,False,False,True,False,80,2026-06-25 16:44:58.265795-06:00,2026-06-25 16:44:58.265795-06:00
b06a9cb6-3587-419e-9a90-1a64ab4d8a71,4805f37f-95d5-45fb-b201-99e2a734bd9e,Condominio Cumbre Dorada — Unidad D-234,Los millones acciones fuerte. Resulta allí semana hechos se iglesia cuenta. Siempre volver formación técnica has sala teoría. Mil mucha b podemos.,condominium,available,235906000,CRC,224.34,4,2,0,,1,1994,province,city,district,"Pasaje Sonora 796 Edif. 675 , Depto. 225",9.9909711,-84.2524829,True,True,False,False,623,2026-07-11 16:44:58.265854-06:00,2026-07-11 16:44:58.265854-06:00
5d01960e-401e-46de-9bfc-12831efdfd0d,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Casa moderna en Puerto Viejo de Talamanca con vista a la montaña,Juan productos suelo deja dolor. Lado radio ex.,house,available,246505000,CRC,358.51,4,3,2,,1,2017,province,city,district,"Continuación Jamaica 071 Edif. 064 , Depto. 058",9.9013765,-83.9263269,False,False,True,False,238,2025-10-26 16:44:58.265902-06:00,2025-10-26 16:44:58.265902-06:00
aee0715e-75d8-4dbb-9f71-de2af221be30,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Apartamento moderno con balcón en Sabana Norte,Reunión control fondo nuestros pueden. Llega origen obstante tiempos difícil consejo medidas nivel. Palabras hubiera casa operación dan persona miedo. Espacio distintos maría días jamás pone cual.,apartment,available,179000,USD,188.96,2,2,2,6,9,1998,province,city,district,Continuación Baja California Sur 484 449,9.8492907,-83.9447177,False,False,True,True,34,2026-05-24 16:44:58.265966-06:00,2026-05-24 16:44:58.265966-06:00
3c0edd93-fda3-41fd-b71a-86a93652b493,f45525cf-17b3-4d3c-87a5-d103d781cf92,Terreno con vista al mar en Osa,Parte pasa miedo. Tenido pequeño manera política. Enero solamente iglesia día lópez poco miembros. Baja cuestión puerta país servicios que.,land,available,108786000,CRC,498.43,0,0,0,,0,,province,city,district,Callejón Sur Badillo 773 Interior 075,10.1037776,-84.0771336,False,False,False,False,796,2026-04-21 16:44:58.266024-06:00,2026-04-21 16:44:58.266024-06:00
6d14f95f-9e44-4a20-ae65-bd8ec96bf7c2,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,Terreno con vista al mar en Limón,Producto lópez españa opinión violencia principio creo. Como cultural pública muchas decisión imposible rey. Posible da suerte corazón son.,land,sold_out,181000,USD,2344.24,0,0,0,,0,,province,city,district,Retorno Soria 201 Interior 307,9.8938877,-84.2180816,False,False,False,False,98,2026-01-15 16:44:58.266076-06:00,2026-01-15 16:44:58.266076-06:00
d73038eb-5f7a-463d-9261-20e11204c945,c522fc00-ebb4-439d-ab2b-c14b958d145b,Condominio Vista Verde — Unidad B-376,Exterior pueden llega miguel dónde verdad. Minutos personal actual contenido ojos pp. Izquierda j don esto martín yo. Relación nuevos pie importantes mismos. Exterior clase guerra mañana características.,condominium,paused,218000,USD,122.14,3,2,2,,2,2022,province,city,district,"Calzada Norte Urías 788 Edif. 142 , Depto. 656",9.8743816,-84.2252954,False,True,False,False,372,2025-08-12 16:44:58.266140-06:00,2025-08-12 16:44:58.266140-06:00
99624e87-e7fa-495c-8937-1b27e8958799,6886adbc-deaf-4cdf-8204-6f552c628891,Lote residencial de 4341.25m² en Puerto Viejo de Talamanca,Congreso minutos agua práctica rey. Antonio menos primeros evitar. Aquellas materia momento tenido ejemplo ii. Dan hace blanco existen.,land,sold_out,121786000,CRC,4341.25,0,0,0,,0,,province,city,district,Avenida Guanajuato 739 942,10.0260659,-84.0295894,False,False,False,True,332,2025-12-30 16:44:58.266206-06:00,2025-12-30 16:44:58.266206-06:00
d47a93aa-1805-4d22-a579-d8db4566cd37,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"Hermosa casa en condominio privado, Desamparados Centro",Hacia están momento. Ni misma proceso tenemos cuanto región unidad. Tenemos podría ningún movimiento final alguien conocer.,house,sold_out,124602000,CRC,291.4,3,1,1,,1,2016,province,city,district,"Calle Norte Roque 006 Edif. 338 , Depto. 886",10.1074733,-83.9637542,False,False,True,False,514,2026-02-28 16:44:58.266260-06:00,2026-02-28 16:44:58.266260-06:00
cbdfa6d1-199f-48d6-a380-cf3c4556b255,4805f37f-95d5-45fb-b201-99e2a734bd9e,Condominio Mar Azul — Unidad B-260,Modelo pueden médico hombres actual. Destino momentos larga armas orden. Nuevo internacional esta. Amigo pese verdad amigos. Diferencia claro grado hermano premio edad participación.,condominium,available,70265000,CRC,199.33,5,5,0,,1,1993,province,city,district,Continuación Norte Rodrígez 158 405,10.1036311,-84.1399841,False,False,False,False,493,2026-06-21 16:44:58.266327-06:00,2026-06-21 16:44:58.266327-06:00
f96365cc-6c34-4b6c-840e-6e58a286a3f4,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"Condominio con amenidades completas, Sabana Norte",Quien está diferentes igual. Millones partes resulta ocasiones. España adelante perdido solución. Central argentina mediante ciento asimismo expresión cambio.,condominium,available,45979000,CRC,89.51,2,1,3,,2,2018,province,city,district,Circuito Norte Coronado 873 Interior 071,10.0881751,-83.9106969,False,False,True,False,344,2026-04-19 16:44:58.266389-06:00,2026-04-19 16:44:58.266389-06:00
